paper_name,image_path,polymer_name,segment_index,raw_smiles,cleaned_smiles,canonical_smiles,status
307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/images_folder/page_3_img_2_0.jpg,"Pdz(dba)3, P(o-tol)3",6,C[Sn](C)(C)C1=CC2=C(C=C(S2)[Sn](C)(C)C)S1,C[Sn](C)(C)C1=CC2=C(C=C(S2)[Sn](C)(C)C)S1,[CH3][Sn]([CH3])([CH3])[c]1cc2s[c]([Sn]([CH3])([CH3])[CH3])cc2s1,ok
307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/images_folder/page_3_img_2_0.jpg,P1 R-CHzCH(CzHs)CAHg,7,CCCCCC.CCCCC[R11a],CCCCCC,,chemical_filter_failed
307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/images_folder/page_4_img_2_a.jpg,P2,1,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,chemical_filter_failed
307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/images_folder/page_4_img_2_a.jpg,P2,2,C1=CC2=C(C=C1)OC(=O)C=C2,C1=CC2=C(C=C1)OC(=O)C=C2,O=c1ccc2ccccc2o1,ok
307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/images_folder/page_4_img_2_a.jpg,P1,3,C1=CC=C(C=C1)C2=CC=CC=C2,C1=CC=C(C=C1)C2=CC=CC=C2,,chemical_filter_failed
307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/images_folder/page_6_img_1_0.jpg,P1,1,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,chemical_filter_failed
307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/307_Polymers for Advanced Techs - 2014 - Luo - Design and synthesis of pyromellitic diimide%E2%80%90based donor acceptor conjugated/images_folder/page_6_img_1_0.jpg,P1,2,[88Ga],[88Ga],,chemical_filter_failed
308_doi-10%2E1039%2Fc5ta05014f,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/308_doi-10%2E1039%2Fc5ta05014f/308_doi-10%2E1039%2Fc5ta05014f/images_folder/page_2_img_1_d.jpg,,1,CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CCCCC#C#CC#CCC,CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CC#CCCCC#C#CC#CCC,,filtered
309_s41428-022-00742-9,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/309_s41428-022-00742-9/309_s41428-022-00742-9/images_folder/page_4_img_1_a.jpg,PBDTNTz2-Film,1,[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga].[Ga,[Ga],,chemical_filter_failed
309_s41428-022-00742-9,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/309_s41428-022-00742-9/309_s41428-022-00742-9/images_folder/page_4_img_2_b.jpg,,1,CCCCCCCCCC(CCCCCC)CC1CCC(C2CCC3C(C4CCC(C4)CC(CCCCCC)CCCCCCCC)C5CC(CC5C(C6CCC(C6)CC(CCCCCC)CCCCCCCC)C3C7CC(C8CCC(C9CCC%10C(C9)C(C%11CCC(C%12CCC%13C(C%14CCC(CC(CCCCCC)CCCCCCCC)S%14)C%15CCCC%15C(C%16CCC(CC(CCCCCCC)CCCCCCCC)S%16)C%13C%12C%17CCC(C%17)CC(CCCCCC)CCCCCCCC)S%11)C%18CC(CCCCCCCC)S%18)S8)S7)S2)S1,CCCCCCCCCC(CCCCCC)CC1CCC(C2CCC3C(C4CCC(C4)CC(CCCCCC)CCCCCCCC)C5CC(CC5C(C6CCC(C6)CC(CCCCCC)CCCCCCCC)C3C7CC(C8CCC(C9CCC%1C(C9)C(C%11CCC(C%12CCC%13C(C%14CCC(CC(CCCCCC)CCCCCCCC)S%14)C%15CCCC%15C(C%16CCC(CC(CCCCCCC)CCCCCCCC)S%16)C%13C%12C%17CCC(C%17)CC(CCCCCC)CCCCCCCC)S%11)C%18CC(CCCCCCCC)S%18)S8)S7)S2)S1,,invalid
309_s41428-022-00742-9,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/309_s41428-022-00742-9/309_s41428-022-00742-9/images_folder/page_4_img_2_b.jpg,,2,CCCCCCCCC(CCCCCC(CCCCCCCC)C1CC2CC1CC2C3CC4CC3CC4C5CC6CC5CC6CCC)C7CC8CC7CC8CCCCCCC.CCCCCCCCC(CCCCCCC)C1CC2CC1CC2C3CC4CC3CC4C5CC6CC5CC6CCCCCCC.CCCCCCCCC(CCCCCCC)C1CC2CC1CC2C3CC4CC3CC4C5CCCCC5.CC.CC,CCCCCCCCC(CCCCCC(CCCCCCCC)C1CC2CC1CC2C1CC2CC1CC2C1CC2CC1CC2CCC)C1CC2CC1CC2CCCCCCC.CCCCCCCCC(CCCCCCC)C1CC2CC1CC2C1CC2CC1CC2C1CC2CC1CC2CCCCCCC.CCCCCCCCC(CCCCCCC)C1CC2CC1CC2C1CC2CC1CC2C1CCCCC1,,chemical_filter_failed
309_s41428-022-00742-9,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/309_s41428-022-00742-9/309_s41428-022-00742-9/images_folder/page_4_img_2_a.jpg,,1,CCCCCCCCC(CCCCCC)CC1CCC(C2CC3C(CC(CCCCCC)CCCCCCCC)C(CC(C4CCC(C5CCC(C6C7CC(CCCCCC)CC7C(CC8CC(CCCCCC)CC86)C9CCC(C%10CCC(C%11C%12CC(CCCCCC)CC%12C(CC%13CCC(CCCCCC)CC%13%11)C%14CCC(C%15CCC(CCCCCC)CC%16CCC(C%17CCC(CCCCCC)CC%17)C%18CCC(C%18)C%19CCC(CCCCCC)C%19)C%16)S%15)S9)S5)C3CC(CCCCCC)CCCCCCCC)C%14)C%20CC,CCCCCCCCC(CCCCCC)CC1CCC(C2CC3C(CC(CCCCCC)CCCCCCCC)C(CC(C4CCC(C5CCC(C6C7CC(CCCCCC)CC7C(CC8CC(CCCCCC)CC86)C9CCC(C%10CCC(C%11C%12CC(CCCCCC)CC%1C(CC%13CCC(CCCCCC)CC%13%1)C%14CCC(C%15CCC(CCCCCC)CC%16CCC(C%17CCC(CCCCCC)CC%17)C%18CCC(C%18)C%19CCC(CCCCCC)C%19)C%16)S%15)S9)S5)C3CC(CCCCCC)CCCCCCCC)C%1)C%20CC),,invalid
309_s41428-022-00742-9,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/309_s41428-022-00742-9/309_s41428-022-00742-9/images_folder/page_4_img_2_a.jpg,,2,CCCCCCCCC(CCCCCC(CCCCCC)C1CC2CCC1CC2)C3CC4CCC3CC4CCCCCCCC(CCCCCC)C5CC6CCC5CC6CCCCCCC.CCCCCCCCC(CCCCCC)C1CC2CCC1CC2CCCCCCCC(CCCCCC)C3CC4CCC3CC4CCCCCCC.CCCCCCCCC(CCCCCC)C1CC2CCC1CC2CCCCCCCC(CCCCCC)C3CC4CCC3CC4.CC.CC,CCCCCCCCC(CCCCCC(CCCCCC)C1CC2CCC1CC2)C1CC2CCC1CC2CCCCCCCC(CCCCCC)C1CC2CCC1CC2CCCCCCC.CCCCCCCCC(CCCCCC)C1CC2CCC1CC2CCCCCCCC(CCCCCC)C1CC2CCC1CC2.CCCCCCCCC(CCCCCC)C1CC2CCC1CC2CCCCCCCC(CCCCCC)C1CC2CCC1CC2CCCCCCC,,chemical_filter_failed
309_s41428-022-00742-9,/cephfs/volumes/hpc_data_prj/ch_sce_mine/ab847f4f-6314-457c-b60c-0c12f4ce202e/MatAGen/outputs_example/309_s41428-022-00742-9/309_s41428-022-00742-9/images_folder/page_5_img_1_c.jpg,,1,CC(C)(C)OC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCCC,COC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOCCOCCOCCCC,,chemical_filter_failed
