paper_id,polymer_name,raw_backbone,cleaned_backbone,preprocessed_for_opsin,punctuation_fixed,locant_augmented,diyl_appended,stage,parse_source,success,note,smiles,opsin_status,opsin_message,opsin_warnings,smiles_has_dot,smiles_dot_count,variant_kind,variant_step,opsin_eligible,opsin_input_backbone,ocr_fix_applied,ocr_fix_rule,ocr_fix_before,ocr_fix_after,raw_sidechain,cleaned_sidechain,template_expanded,sidechain_token_expanded,yl_appended,split_tokens,opsin_attempted,decoded_type,decoded_confidence,decoded_needs_review,decoded_components_json,opsin_candidate,opsin_success
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt4se-od,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2th2se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,tidy_punct,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,tidy_punct,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt2se2th-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,fallback,TEXT_FALLBACK,False,no parse,,,,,,,,,True,,False,,,,,,,,,,,,,,,,
414,pnt4se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a,naphthobisthiadiazole-based d-a copolymer,False,False,False,opsin_direct,,False,,,FAILURE,naphthobisthiadiazole-based d-a copolymer is unparsable due to the following being uninterpretable: based d-a copolymer The following was not parseable: based d-a copolymer,,,,direct,,True,naphthobisthiadiazole-based d-a copolymer,True,fused_ring_prime_0_to_quote,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole-based d-a copolymer,,,,,,,,,,,,,
414,pnt4se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_descriptors,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_descriptors,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
414,pnt4se-dt,naphthobisthiadiazole-based d−a copolymer,naphthobisthiadiazole- d-a,naphthobisthiadiazole- d-a,False,False,False,opsin_repair,,False,drop_substituted,,FAILURE,naphthobisthiadiazole- d-a is unparsable due to the following being uninterpretable:  d-a The following was not parseable:  d-a,,,,repair,drop_substituted,True,naphthobisthiadiazole- d-a,False,,,,,,,,,,,,,,,,
