polymer_name,backbone,side_chain,side_chain_type,side_chain_length,side_chain_design_intent,device_type,transport_regime,film_thickness,channel_length,molecular_weight_mn,molecular_weight_mw,dispersity,mobility_h,mobility_e,capacitance,uc_star,pce,jsc,voc,ff,crystallinity,pi_pi_spacing,lamellar_spacing,experiment_condition,processing_method,processing_solvent,synthesis_solvent,electrolyte,measurement_method,notes,_source_file,_source_path,_config_name,backbone_name_text,sidechain_name_text,paper_id,confidence_text,paper_name,paper_key_display,paper_id_display,polymer_name_norm,confidence_text_norm,backbone_smiles_text,parse_source,parse_confidence,sidechain_smiles_list_text,sidechain_parse_source,sidechain_cleaned_name,sidechain_parse_success,sidechain_smiles_text,repeat_unit_smiles_full,backbone_smiles,sidechain_smiles_list,source_priority,image_candidate_smiles,matching_decision,candidate_score,match_mode,confidence,final_confidence,decision_note,needs_manual_review
p-0,NDI-T2,2-octyldodecyl alkyl chain (NDI2OD),alkyl,,"solubility, ion transport",OFET,electronic,35 nm,40 μm,18 kDa,33 kDa,,,0.132 cm2/(V s),,,,,,,semi-crystalline,,,"glovebox, dry",spin coating,chloroform,chlorobenzene,,bottom-contact top-gate OFET,low degree of swelling (<10%),460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/pdf/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,text_mining_GPT_extended,ndi-t2,2-c8doc10alkylchainndi2od,460,,,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,460,p-0,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-octyldomethyl-0-alkylchainndi-2-od-yl,False,,CC[C@@H](C)N1C(=O)c2cc(-c3ccc(C)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CC)C3=O,,[],image_pool,CC[C@@H](C)N1C(=O)c2cc(-c3ccc(C)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CC)C3=O,image_pool_match,2.86,exact_name,medium,0.7,image candidate selected; image_pool_match,0
p-10,NDI-T2,2-octyldodecyl alkyl and heptakis(ethylene glycol) (10% glycol),alkyl and glycol,g7 (heptakis(ethylene glycol)),"solubility, ion transport",OFET,electronic,41 nm,40 μm,18.4 kDa,32.8 kDa,,,0.0514 cm2/(V s),,,,,,,semi-crystalline,,,"glovebox, dry",spin coating,chloroform,chlorobenzene,,bottom-contact top-gate OFET,low degree of swelling (<10%),460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/pdf/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,text_mining_GPT_extended,ndi-t2,2-c8doc10alkylandheptakisc2eneglycol10glycol,460,,,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,460,p-10,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-octyldomethyl-0-alkylandheptakisethylenethoxyethyllycol-10-glycol-yl,False,,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,,[],image_pool,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,image_pool_match,4.0,substring_name,medium,0.7,image candidate selected; image_pool_match,0
p-25,NDI-T2,2-octyldodecyl alkyl and heptakis(ethylene glycol) (25% glycol),alkyl and glycol,g7 (heptakis(ethylene glycol)),"solubility, ion transport",OFET,mixed ionic-electronic,39 nm,40 μm,15.3 kDa,27.1 kDa,,,0.00184 cm2/(V s),,,,,,,semi-crystalline,,,"glovebox, dry",spin coating,chloroform,chlorobenzene,,bottom-contact top-gate OFET,turn on at >0.6 V,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/pdf/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,text_mining_GPT_extended,ndi-t2,2-c8doc10alkylandheptakisc2eneglycol25glycol,460,,,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,460,p-25,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-octyldomethyl-0-alkylandheptakisethylenethoxyethyllycol-25-glycol-yl,False,,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,,[],image_pool,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,image_pool_match,4.0,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p-50,NDI-T2,2-octyldodecyl alkyl and heptakis(ethylene glycol) (50% glycol),alkyl and glycol,g7 (heptakis(ethylene glycol)),"solubility, ion transport",OECT,mixed ionic-electronic,31 nm,10 μm,19.0 kDa,31.0 kDa,,,,,,,,,,semi-crystalline,,,0.1 M NaCl aqueous,spin coating,chloroform,chlorobenzene,0.1 M NaCl aqueous,accumulation-mode OECT,mixed operation,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/pdf/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,text_mining_GPT_extended,ndi-t2,2-c8doc10alkylandheptakisc2eneglycol50glycol,460,,,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,460,p-50,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-octyldomethyl-0-alkylandheptakisethylenethoxyethyllycol-50-glycol-yl,False,,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,,[],image_pool,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,image_pool_match,4.0,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p-75,NDI-T2,2-octyldodecyl alkyl and heptakis(ethylene glycol) (75% glycol),alkyl and glycol,g7 (heptakis(ethylene glycol)),"solubility, ion transport",OECT,mixed ionic-electronic,39 nm,10 μm,16.7* kDa,22.8* kDa,,,1.46 × 10−4 cm2/(V s),188.0 F/cm3,,,,,,semi-crystalline,,,0.1 M NaCl aqueous,spin coating,chloroform,chlorobenzene,0.1 M NaCl aqueous,accumulation-mode OECT,volumetric charging,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/pdf/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,text_mining_GPT_extended,ndi-t2,2-c8doc10alkylandheptakisc2eneglycol75glycol,460,,,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,460,p-75,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-octyldomethyl-0-alkylandheptakisethylenethoxyethyllycol-75-glycol-yl,False,,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,,[],image_pool,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,image_pool_match,4.0,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p-90,NDI-T2,2-octyldodecyl alkyl and heptakis(ethylene glycol) (90% glycol),alkyl and glycol,g7 (heptakis(ethylene glycol)),"solubility, ion transport",OECT,mixed ionic-electronic,40 nm,10 μm,7.8* kDa,12.4* kDa,,,2.38 × 10−4 cm2/(V s),198.2 F/cm3,,,,,,semi-crystalline,,,0.1 M NaCl aqueous,spin coating,chloroform,chlorobenzene,0.1 M NaCl aqueous,accumulation-mode OECT,volumetric charging,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/pdf/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,text_mining_GPT_extended,ndi-t2,2-c8doc10alkylandheptakisc2eneglycol90glycol,460,,,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,460,p-90,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,2-octyldomethyl-0-alkylandheptakisethylenethoxyethyllycol-90-glycol-yl,False,,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,,[],image_pool,CCCCCCCCN1C(=O)c2cc(-c3ccc(-c4ccc(-c5cc6c7c(c(-c8ccc(-c9ccc(C)s9)s8)cc8c7c5C(=O)N(CCCCCCCC)C8=O)C(=O)N(CCCCCCCC)C6=O)s4)s3)c3c4c(cc(-c5ccc(-c6ccc(C)s6)s5)c(c24)C1=O)C(=O)N(CCCCCCCC)C3=O,image_pool_match,4.0,substring_name,medium,0.7,image candidate selected; image_pool_match,0
p-100,NDI-T2,heptakis(ethylene glycol) linear chain (g7),glycol,g7 (heptakis(ethylene glycol)),"solubility, ion transport",OECT,mixed ionic-electronic,41 nm,10 μm,7.2* kDa,9.0* kDa,,,1.96 × 10−4 cm2/(V s),192.4 F/cm3,,,,,,semi-crystalline,,,0.1 M NaCl aqueous,spin coating,chloroform,chlorobenzene,0.1 M NaCl aqueous,accumulation-mode OECT,volumetric charging,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes/pdf/460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,text_mining_GPT_extended,ndi-t2,heptakisc2eneglycollinearchaing7,460,,,460_the-role-of-the-side-chain-on-the-performance-of-n-type-conjugated-polymers-in-aqueous-electrolytes.txt,460,p-100,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,heptakisethylenethoxyethyllycollinearchaing-7-yl,False,,Cc1ccc(-c2ccc(-c3cc4c5c(c(C)cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)s2)s1,,[],image_pool,Cc1ccc(-c2ccc(-c3cc4c5c(c(C)cc6c5c3C(=O)N(C)C6=O)C(=O)N(C)C4=O)s2)s1,image_pool_match,2.68,exact_name,medium,0.7,image candidate selected; image_pool_match,0
pvt,thiophene moiety,hexyl,alkyl,hexyl,solubility,OFET,electronic,50 nm,50 mm,19 000,,1.38,,2.2 × 10−3 cm2 V−1 s−1,8.31 nF cm−2,,,,,,,,14.5 Å,"spin-coated 1000 rpm, dried 100 °C",spin-coating,chloroform,THF,,bottom-gate/top-contact,lengths of 214 nm,442_c3py01124k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/442_c3py01124k/442_c3py01124k/pdf/442_c3py01124k.txt,text_mining_GPT_extended,thiophene moiety,c6,442,,,442_c3py01124k.txt,442,pvt,unknown,c1ccsc1,OPSIN,high,['CCCCCC'],ALKYL_LENGTH,hexyl,True,CCCCCC,c1ccsc1,c1ccsc1,['CCCCCC'],OPSIN,CCCCCCc1ccc(C(C)CC)s1,no_image_match;image_pool_match,-inf,substring_name,high,0.9,text-derived only; sidechain inferred; no_image_match;image_pool_match,0
pvtt,terthiophene moiety,hexyl,alkyl,hexyl,solubility,OFET,electronic,50 nm,50 mm,4800,,1.87,,7.1 × 10−5 cm2 V−1 s−1,8.37 nF cm−2,,,,,,low crystallinity,,14.5 Å,"spin-coated 1000 rpm, dried 100 °C",spin-coating,chloroform,THF,,bottom-gate/top-contact,lengths of 124 nm,442_c3py01124k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/442_c3py01124k/442_c3py01124k/pdf/442_c3py01124k.txt,text_mining_GPT_extended,terthiophene moiety,c6,442,,,442_c3py01124k.txt,442,pvtt,unknown,c1csc(-c2ccsc2-c2cccs2)c1,OPSIN,high,['CCCCCC'],ALKYL_LENGTH,hexyl,True,CCCCCC,c1csc(-c2ccsc2-c2cccs2)c1,c1csc(-c2ccsc2-c2cccs2)c1,['CCCCCC'],OPSIN,CCCCCCc1ccc(C(C)CC)s1,no_image_match;image_pool_match,-inf,exact_name,high,0.9,text-derived only; sidechain inferred; no_image_match;image_pool_match,0
pst-fl,polystyrene backbone,para-substituted fluorene,conjugated,fluorene,,OFET,electronic,50 nm,50 mm,,,,,5.4 × 10−3 cm2 V−1 s−1,8.28 nF cm−2,,,,,,,,14.5 Å,"spin-coated 1000 rpm, dried 100 °C",spin-coating,chloroform,,,bottom-gate/top-contact,lengths of 306 nm,442_c3py01124k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/442_c3py01124k/442_c3py01124k/pdf/442_c3py01124k.txt,text_mining_GPT_extended,polystyrene backbone,para-substitutedfluorene,442,,,442_c3py01124k.txt,442,pst-fl,unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,para-substitutedfluorene-yl,False,,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(C)cc21,,[],image_pool,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(C)cc21,image_pool_match,2.52,paper_only,medium,0.7,image candidate selected; image_pool_match,0
ps,polystyrene backbone,phenyl,aryl,,,OFET,electronic,50 nm,50 mm,,,,,6.3 × 10−3 cm2 V−1 s−1,8.06 nF cm−2,,,,,,,,14.5 Å,"spin-coated 1000 rpm, dried 100 °C",spin-coating,chloroform,,,bottom-gate/top-contact,lengths of 325 nm,442_c3py01124k.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/442_c3py01124k/442_c3py01124k/pdf/442_c3py01124k.txt,text_mining_GPT_extended,polystyrene backbone,phenyl,442,,,442_c3py01124k.txt,442,ps,unknown,,TEXT_FALLBACK,low,[],,phenyl,False,,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(C)cc21,,[],image_pool,CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(C)cc21,image_pool_match,2.52,paper_only,medium,0.7,image candidate selected; image_pool_match,0
"p3meet (f1tcnq, 10 min)",polythiophene derivative,3-(methoxyethoxyethoxy),oligoethylene glycol,,enhanced processability and thermally stability,thermoelectric,electronic,approximately 40 nm,,,9.2 kg/mol,1.4,,,,,,,,,semi-crystalline,,1.94 nm,10 min vapor doping,spin-coating; soft anneal; vapor doping,chloroform,,,in-plane four-probe conductivity; two-pad Seebeck,face-on orientation,493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and/493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and/pdf/493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and.txt,text_mining_GPT_extended,polythiophene derivative,3-methoxyethoxyethoxy,493,,,493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and.txt,493,"p3meet (f1tcnq, 10 min)",unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,3-methoxyethoxyethoxy,False,,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,,[],image_pool,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,image_pool_match,2.4,paper_only,medium,0.7,image candidate selected; image_pool_match,0
"p3meet (f2tcnq, 10 min)",polythiophene derivative,3-(methoxyethoxyethoxy),oligoethylene glycol,,enhanced processability and thermally stability,thermoelectric,electronic,approximately 40 nm,,,9.2 kg/mol,1.4,,,,,,,,,semi-crystalline,,2.01 nm,10 min vapor doping,spin-coating; soft anneal; vapor doping,chloroform,,,in-plane four-probe conductivity; two-pad Seebeck,face-on orientation,493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and/493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and/pdf/493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and.txt,text_mining_GPT_extended,polythiophene derivative,3-methoxyethoxyethoxy,493,,,493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and.txt,493,"p3meet (f2tcnq, 10 min)",unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,3-methoxyethoxyethoxy,False,,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,,[],image_pool,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,image_pool_match,2.4,paper_only,medium,0.7,image candidate selected; image_pool_match,0
"p3meet (f4tcnq, 10 min)",polythiophene derivative,3-(methoxyethoxyethoxy),oligoethylene glycol,,enhanced processability and thermally stability,thermoelectric,electronic,approximately 40 nm,,,9.2 kg/mol,1.4,,,,,,,,,semi-crystalline,,2.06 nm,10 min vapor doping,spin-coating; soft anneal; vapor doping,chloroform,,,in-plane four-probe conductivity; two-pad Seebeck,face-on orientation,493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and/493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and/pdf/493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and.txt,text_mining_GPT_extended,polythiophene derivative,3-methoxyethoxyethoxy,493,,,493_Journal of Polymer Science - 2021 - Ma - Correlating conductivity and Seebeck coefficient to doping within crystalline and.txt,493,"p3meet (f4tcnq, 10 min)",unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,3-methoxyethoxyethoxy,False,,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,,[],image_pool,N#CC(C#N)=c1c(F)c(F)c(=C(C#N)C#N)c(F)c1F,image_pool_match,2.4,paper_only,medium,0.7,image candidate selected; image_pool_match,0
p(g3t2),ethylene glycol-functionalized polythiophene,ethylene glycol chains; average 3 EG units per thiophene ring,EG,EG3,solubility,OECT,mixed ionic-electronic,75 nm,,,,,0.90 ± 0.10 cm2 V−1 s−1,,156 ± 1 F cm−3,161 F V−1 cm−1 s−1,,,,,,,,0.1 m NaCl(aq) electrolyte,as-cast,,,0.1 m NaCl(aq),"microscale OECTs, Ag/AgCl pellet gate",edge-on orientation; no significant π–π stacking,474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor/474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor/pdf/474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor.txt,text_mining_GPT_extended,ethylene glycol-functionalized polythiophene,c2eneglycolchainsaverage3egunitsperthiophenering,474,,,474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor.txt,474,p(g3t2),unknown,,TEXT_FALLBACK,low,['CC'],ALKYL_LENGTH,ethylenethoxyethyllycolchainsaverage-3-ethoxyethyl sperthiophenylenering-yl,True,CC,,,['CC'],unknown,,no_image_match,,no_match,low,0.5,text-derived only; sidechain inferred; repeat missing; no_image_match,1
p(g2t2-g4t2),ethylene glycol-functionalized polythiophene,diethylene-tetraethylene glycol,EG,EG2/EG4,optimize water uptake,OECT,mixed ionic-electronic,45 nm,,,,,1.72 ± 0.31 cm2 V−1 s−1,,187 ± 8 F cm−3,522 F V−1 cm−1 s−1,,,,,,,,0.1 m NaCl(aq) electrolyte,as-cast,,,0.1 m NaCl(aq),"microscale OECTs, Ag/AgCl pellet gate",edge-on orientation; three-orders lamellar scattering,474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor/474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor/pdf/474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor.txt,text_mining_GPT_extended,ethylene glycol-functionalized polythiophene,dic2ene-tetrac2eneglycol,474,,,474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor.txt,474,p(g2t2-g4t2),unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,diethylene-tetraethylenethoxyethyllycol-yl,False,,,,[],unknown,,no_image_match,,no_match,low,0.5,text-derived only; repeat missing; no_image_match,1
p(g1t2-g5t2),ethylene glycol-functionalized polythiophene,monoethylene–pentaethylene glycol,EG,EG1/EG5,optimize water uptake,OECT,mixed ionic-electronic,65 nm,,,,,2.61 ± 0.30 cm2 V−1 s−1,,133 ± 3 F cm−3,496 F V−1 cm−1 s−1,,,,,,,,0.1 m NaCl(aq) electrolyte,as-cast,,,0.1 m NaCl(aq),"microscale OECTs, Ag/AgCl pellet gate",edge-on orientation; three-orders lamellar scattering,474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor.txt,scratch/prj/ch_sce_mine/MatAGen/outputs_example/474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor/474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor/pdf/474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor.txt,text_mining_GPT_extended,ethylene glycol-functionalized polythiophene,monoc2enepentac2eneglycol,474,,,474_Advanced Materials - 2020 - Moser - Side Chain Redistribution as a Strategy to Boost Organic Electrochemical Transistor.txt,474,p(g1t2-g5t2),unknown,,TEXT_FALLBACK,low,[],NON_OPSIN_COMPATIBLE,monoethylenepentaethylenethoxyethyllycol-yl,False,,Cl[Al](Cl)Cl,,[],image_pool,Cl[Al](Cl)Cl,image_pool_match,2.08,name_only_substring,medium,0.7,image candidate selected; image_pool_match,0
